0,4,7,2,3,2,2,2,7,0,0,1,3,7,0,0,3,1,1,1,10,14,1,0,9,1,0,3,1,1,4,0,0,0,0
2,6,5,4,0,2,0,2,6,4,0,2,2,0,3,2,3,3,1,0,10,13,1,12,30,3,19,56,0,2,0,1,10,63,4
2,4,5,3,0,0,1,1,3,2,0,2,3,6,1,2,1,3,0,1,9,11,0,8,19,1,6,25,2,0,0,0,0,19,46
2,6,8,6,2,0,0,1,2,7,0,3,3,6,4,1,1,0,0,1,10,11,3,14,31,0,15,51,0,2,0,1,11,61,1
0,5,1,6,3,0,1,1,1,6,1,0,0,0,4,0,1,1,0,2,8,11,1,10,24,0,14,42,0,2,0,1,11,52,77
2,6,2,6,1,2,2,2,0,5,0,3,1,0,3,0,0,0,0,1,12,18,1,13,36,1,17,57,1,3,0,1,13,69,9
1,4,8,3,0,2,0,2,1,3,3,3,1,0,2,2,1,3,1,0,9,11,0,6,17,1,15,38,1,3,0,0,0,29,56
1,6,8,5,1,1,0,3,0,5,0,3,2,0,3,0,1,0,3,2,8,11,0,11,24,0,17,47,0,2,0,1,10,56,81
1,7,7,1,1,1,0,0,4,1,0,2,3,6,1,0,0,0,1,0,5,6,0,4,10,3,10,23,0,0,1,0,3,21,48
2,4,1,4,0,1,1,1,0,3,2,2,2,0,2,2,1,3,0,1,9,12,1,12,28,1,13,45,2,0,0,1,9,53,78
0,5,2,6,2,2,2,2,0,6,3,1,0,0,5,1,1,2,1,0,10,14,0,9,25,1,22,57,0,2,0,1,11,67,7
2,6,1,5,0,0,1,2,0,5,2,2,1,0,4,2,1,2,0,3,13,18,1,12,34,1,16,55,2,1,0,1,9,62,2
2,6,3,5,1,2,2,2,6,5,2,2,3,6,3,1,0,2,3,2,8,11,1,12,27,0,18,51,2,3,6,1,6,53,78
1,5,6,5,1,0,3,0,1,4,1,3,3,4,3,0,0,1,1,3,13,20,1,10,32,1,17,54,2,3,6,1,9,60,1
2,4,7,1,3,0,2,0,5,0,0,2,3,5,0,0,1,1,1,1,6,7,0,0,1,2,1,0,0,2,1,0,0,0,0
2,6,8,5,2,0,0,0,1,5,3,3,3,4,3,2,3,3,1,2,10,13,1,11,27,3,17,51,2,0,0,1,9,58,82
2,3,1,4,3,0,0,1,4,5,0,3,0,4,4,1,1,3,1,1,10,15,0,9,26,2,16,49,0,0,1,1,7,52,77
2,6,8,6,2,2,0,3,4,6,0,3,0,0,4,0,1,1,0,1,13,17,1,13,35,0,19,61,2,1,0,1,9,67,7
2,6,8,7,2,2,0,2,0,7,2,2,1,0,6,0,1,0,3,0,12,17,1,14,36,1,24,69,0,0,0,2,14,82,20
0,5,4,5,3,1,0,0,2,5,0,0,0,0,4,1,0,2,0,3,14,20,0,11,34,0,17,57,2,0,0,1,9,62,3
2,7,4,7,3,1,1,1,4,7,0,3,1,0,5,2,1,3,0,3,13,20,2,8,27,0,18,53,2,1,0,2,10,60,1
2,6,1,6,0,2,0,2,0,6,0,2,1,0,3,0,0,2,0,2,8,10,0,12,26,1,21,55,0,3,0,1,10,65,5
2,6,4,6,3,2,0,2,6,5,0,2,3,6,3,2,3,3,0,0,11,16,0,10,29,1,17,50,0,1,0,1,11,61,2
2,7,1,7,1,0,0,0,0,7,0,3,1,0,4,0,3,0,3,1,13,19,1,12,35,0,16,56,0,3,0,1,6,58,82
1,6,2,6,3,2,3,3,6,5,0,2,3,8,3,1,3,1,3,1,11,15,0,9,26,2,12,39,0,0,1,1,8,44,69
2,3,0,3,3,2,1,2,0,3,2,2,1,0,2,2,1,2,1,1,9,11,3,14,32,0,13,49,0,2,0,1,8,55,79
2,7,1,7,1,0,0,2,0,7,3,3,0,0,5,1,1,0,3,0,11,14,1,11,29,0,15,47,0,1,0,2,13,61,2
1,6,2,6,2,0,2,0,0,5,0,0,2,0,4,2,1,2,3,1,14,21,0,9,33,1,21,62,0,1,0,1,6,63,3
1,7,1,7,1,2,3,3,0,6,0,2,3,0,4,1,3,3,1,1,11,16,1,12,32,0,17,55,0,0,0,1,10,64,5
0,4,7,0,3,0,2,0,5,0,2,0,0,2,0,1,0,1,1,2,0,0,3,3,2,1,0,0,2,0,0,0,3,1,0
1,7,5,4,3,2,0,2,5,2,0,2,1,0,1,1,0,3,0,2,9,11,0,8,21,0,9,30,2,3,0,0,2,26,53
1,3,4,3,3,2,1,2,6,2,2,0,1,0,1,2,1,3,1,1,11,15,1,9,25,1,13,39,0,3,0,0,1,33,59
1,3,2,3,1,1,1,3,0,3,1,3,3,0,2,1,0,0,0,1,11,16,1,9,27,1,15,45,2,0,0,1,9,54,79
1,7,7,2,2,2,0,2,1,2,3,3,2,0,2,1,1,2,1,0,7,9,3,7,16,1,13,33,0,3,0,1,9,41,67
0,6,7,3,2,0,0,0,1,2,3,0,2,0,1,1,1,3,3,1,10,14,0,6,19,0,9,28,2,1,0,0,0,23,50
0,5,7,0,0,0,0,1,3,0,2,0,3,8,0,2,1,2,1,1,0,0,1,0,0,0,4,3,0,3,6,0,0,0,0
1,6,5,3,1,0,0,2,6,3,0,3,2,0,2,1,1,2,1,0,9,12,1,10,24,1,18,50,0,3,0,1,9,56,80
1,3,3,2,1,0,0,0,0,2,1,2,0,0,1,1,0,2,1,1,8,11,1,7,19,0,6,25,2,1,0,0,0,19,46
2,4,7,1,3,2,0,3,7,0,0,2,1,6,0,1,1,1,0,0,5,5,0,0,1,1,0,0,0,1,0,0,3,1,40
1,4,0,4,3,2,2,2,0,3,0,3,2,0,2,1,1,1,0,1,10,15,2,8,25,0,13,40,0,3,0,0,5,40,66
0,6,5,4,3,1,0,1,7,1,1,1,3,7,0,1,3,3,1,0,10,12,3,6,18,0,2,16,2,0,3,0,0,11,38
1,6,1,6,2,1,0,3,0,6,0,3,3,1,5,0,1,1,1,2,7,9,1,10,21,1,21,52,0,0,0,2,16,72,12
0,5,4,6,1,1,3,1,0,7,0,3,2,0,5,2,3,3,0,0,9,12,0,12,27,0,15,44,0,0,0,2,15,59,83
0,6,2,7,3,2,0,3,2,6,1,2,3,2,4,2,1,3,3,0,11,15,0,9,25,2,16,47,2,1,0,1,10,55,80
0,6,0,6,2,0,1,0,0,7,0,0,3,0,5,1,1,2,0,0,12,17,0,10,31,0,17,54,2,2,0,2,10,62,2
2,5,3,4,0,0,2,2,2,4,3,3,0,0,3,0,0,0,0,1,11,16,1,9,28,1,19,53,0,2,0,1,11,63,3
2,6,1,6,0,0,0,1,0,5,3,3,2,0,4,0,1,1,0,2,8,10,1,12,24,1,17,45,2,1,0,1,10,56,81
2,5,3,5,3,2,0,3,7,0,2,2,3,3,0,2,0,3,3,0,9,12,1,0,8,0,0,3,0,0,2,0,2,3,62
1,5,0,6,3,0,0,1,0,5,0,2,1,0,3,2,0,2,0,2,7,9,1,12,27,1,17,48,2,0,0,1,7,52,77
0,5,1,4,2,0,0,1,0,3,0,0,2,0,2,0,1,1,0,1,13,19,1,11,33,0,11,44,2,1,0,1,10,54,79
1,4,2,5,1,0,0,1,0,4,2,2,1,0,3,0,1,1,3,0,11,17,0,12,31,3,20,59,2,3,0,1,9,64,5
0,4,1,3,0,0,2,0,0,3,3,1,0,0,2,1,0,1,1,0,9,12,1,9,23,0,11,36,2,3,0,1,9,46,71
2,5,3,4,3,2,2,2,5,3,1,2,2,1,2,2,1,2,3,0,10,13,0,9,23,1,17,47,2,1,0,1,6,49,74
0,6,7,1,3,2,0,3,7,0,3,1,2,1,0,2,0,2,1,2,3,2,0,2,0,0,6,8,0,1,0,0,3,7,11
1,7,6,7,0,0,0,0,2,6,1,0,3,2,4,0,1,3,0,2,9,12,0,10,24,1,21,56,2,2,0,1,6,56,81
0,4,3,4,2,0,0,0,0,4,0,0,1,0,3,2,1,2,0,2,6,6,0,8,15,0,16,38,2,0,0,1,7,45,70
1,6,7,0,3,1,3,3,7,0,0,2,3,7,0,2,1,2,0,0,2,0,1,0,0,1,0,0,2,0,8,0,0,0,0
2,5,3,4,1,2,1,3,2,3,1,2,1,0,2,0,1,1,0,1,9,11,3,12,27,1,16,48,0,2,0,1,8,54,79
1,5,8,5,1,1,0,3,1,6,0,3,2,0,4,0,0,3,0,0,10,13,0,11,27,1,21,58,2,3,1,1,6,59,83
0,5,6,4,0,0,1,1,1,4,1,1,1,0,3,0,3,1,1,1,11,14,0,9,25,3,18,49,1,0,0,1,7,53,78
1,6,2,5,1,0,3,1,0,4,0,3,2,0,3,2,0,2,0,2,7,8,1,11,22,0,14,39,2,3,0,1,10,50,76
1,5,5,4,3,0,3,1,7,1,0,0,0,1,0,0,1,0,0,2,8,11,1,7,19,0,0,14,0,3,1,0,1,11,38
0,6,7,3,2,1,0,0,2,3,3,1,1,0,2,1,1,3,0,1,11,15,1,9,24,1,17,48,2,1,0,1,5,50,76
2,7,1,6,0,0,2,2,0,6,0,2,2,0,3,2,3,3,3,0,13,20,0,12,35,0,16,54,2,0,0,1,9,60,1
1,5,0,6,3,2,0,2,0,6,0,1,2,0,4,1,1,2,3,0,10,12,1,13,30,1,19,55,1,1,0,1,9,59,83
0,6,1,5,3,0,3,1,2,5,1,1,2,0,3,2,0,2,1,1,11,14,1,12,30,0,16,52,0,2,0,1,9,60,1
1,6,8,6,0,2,1,3,1,6,1,0,3,1,4,2,1,3,3,2,8,11,3,14,30,0,15,49,0,0,0,1,6,50,76
0,4,6,4,2,1,1,0,0,4,0,1,0,0,3,1,1,0,1,0,8,11,1,12,27,0,17,52,0,2,0,1,12,64,5
2,6,4,7,0,0,0,3,0,7,0,3,2,0,5,1,0,2,1,1,13,20,3,16,43,0,22,73,2,2,0,1,9,75,15
0,7,4,7,3,0,0,0,4,7,1,1,2,0,5,1,1,2,1,1,15,22,1,11,37,3,22,67,0,2,0,1,11,73,13
2,5,6,5,2,0,0,1,2,4,1,2,0,0,3,2,1,2,1,0,10,13,0,9,24,0,17,48,2,1,0,1,9,55,80
1,5,4,5,0,0,2,1,0,5,0,3,0,0,3,2,0,3,3,0,13,18,1,11,33,1,19,58,2,2,0,1,7,63,3
1,6,5,4,3,0,0,1,7,0,0,3,3,7,0,1,0,1,1,0,8,11,1,0,8,0,5,12,0,3,5,0,5,15,43
2,5,3,4,0,0,0,1,4,3,1,3,0,2,2,2,1,3,3,0,9,11,0,8,19,1,17,43,0,3,6,1,6,45,70
1,7,6,6,3,0,0,3,5,4,0,2,3,3,2,0,1,1,3,3,15,22,0,8,31,2,12,45,0,2,1,1,10,55,79
2,7,2,6,1,1,3,3,0,5,1,3,3,0,3,1,1,2,0,1,12,17,1,11,30,1,15,49,0,3,0,1,10,57,82
1,7,7,3,2,2,1,3,6,3,0,0,1,0,2,2,0,2,0,3,9,13,0,9,25,2,14,42,2,1,0,1,6,45,70
0,5,7,1,3,0,0,0,7,0,0,0,0,3,0,1,3,3,3,1,6,7,0,3,6,2,0,2,0,3,7,0,2,1,40
2,6,3,6,1,2,0,2,1,6,2,2,2,0,4,2,1,3,1,0,12,16,1,13,35,1,18,59,2,3,0,1,9,64,4
1,6,6,5,0,1,0,3,0,5,1,1,1,0,3,0,1,0,1,0,9,11,0,9,21,0,17,42,1,2,0,1,10,50,75
1,6,7,2,0,0,0,1,3,2,1,2,3,8,1,2,0,3,1,0,7,8,3,9,19,0,7,26,0,1,4,0,1,20,47
2,6,0,7,2,0,0,2,0,7,0,2,0,0,5,1,1,2,0,1,11,15,1,13,33,1,21,62,0,3,0,2,13,74,14
1,4,5,2,1,2,0,2,1,2,0,0,1,0,1,2,0,2,0,0,8,9,0,6,15,2,9,25,2,1,0,0,4,25,52
0,3,2,3,2,2,3,3,0,4,1,0,0,0,3,0,1,0,0,1,10,15,1,11,28,1,18,51,0,1,0,1,6,52,77
2,6,0,5,0,2,0,3,0,5,1,3,2,0,4,2,0,3,3,0,10,14,3,14,32,1,22,63,2,3,0,1,9,69,9
2,6,6,6,1,0,0,1,1,6,1,2,2,0,5,0,3,1,1,2,8,10,1,13,29,0,19,56,2,2,0,2,10,64,5
1,3,4,3,1,0,0,0,0,3,1,3,1,0,2,1,1,2,0,0,7,7,0,8,17,1,13,33,0,2,0,1,12,48,74
2,5,7,2,0,1,0,2,6,2,0,2,0,0,1,0,1,0,3,0,6,6,0,6,11,1,8,20,2,3,0,0,0,16,44
1,5,6,6,1,0,0,0,0,7,0,3,3,0,5,0,1,0,3,0,10,14,1,14,33,2,14,49,1,2,0,2,13,61,2
2,6,5,4,2,2,3,2,1,4,1,3,3,2,3,1,1,1,1,0,8,10,0,8,19,0,18,43,0,2,0,1,9,52,77
2,6,4,6,1,2,2,2,0,5,0,2,1,0,3,0,1,1,0,0,12,17,0,10,28,0,16,49,2,2,0,1,5,50,76
1,5,0,4,2,1,3,1,0,3,0,3,3,0,2,2,1,2,1,2,7,8,1,9,18,1,16,37,2,3,0,1,9,45,70
0,6,7,2,3,0,0,0,5,2,1,1,2,2,1,2,1,2,1,0,7,9,0,6,14,1,12,29,2,0,0,0,0,23,49
0,6,1,6,3,1,0,3,2,6,0,0,0,0,4,0,3,1,1,0,11,15,1,12,32,0,19,58,2,3,0,1,9,64,4
1,6,0,5,2,2,2,2,0,5,3,3,0,0,4,2,1,3,0,0,11,14,1,12,30,1,18,56,0,3,0,1,6,58,83
2,6,5,4,2,2,2,2,4,4,1,2,0,0,3,2,1,3,1,3,16,24,0,8,33,0,13,49,0,3,0,1,12,61,2
2,4,6,4,2,2,0,2,0,4,0,2,1,0,3,1,1,3,0,0,9,12,1,10,23,1,20,51,0,1,0,1,10,62,2
2,4,4,4,1,0,0,1,0,4,0,2,1,0,3,1,3,1,1,1,12,17,1,12,33,0,12,48,2,2,0,1,7,51,76
2,5,1,4,3,0,1,0,0,4,0,2,0,0,2,2,0,3,0,2,7,9,1,13,26,1,18,51,0,2,0,1,11,62,2
1,5,7,0,0,0,0,0,2,0,0,2,3,2,0,2,1,2,0,0,0,0,1,0,0,0,5,5,2,2,0,0,0,0,0
2,4,0,3,0,1,1,0,0,3,0,2,3,0,2,1,1,3,1,0,7,9,0,9,21,0,15,42,1,0,0,1,11,53,78
2,4,7,2,2,0,0,0,4,3,0,2,3,4,2,1,3,3,1,1,10,13,3,10,24,0,13,41,2,3,8,1,9,49,75
1,5,3,4,0,1,1,1,2,3,3,3,3,8,2,1,1,3,1,0,9,12,0,8,22,0,14,41,0,2,2,1,5,40,66
2,6,5,4,3,0,0,0,3,3,0,2,1,2,2,1,1,3,1,0,11,15,1,10,29,2,10,39,0,1,0,1,11,51,77
0,7,6,6,1,2,0,2,0,6,1,2,1,0,4,0,1,1,0,2,9,12,0,12,28,1,18,52,0,0,0,1,10,60,1
2,6,0,6,2,2,3,3,0,5,1,3,3,0,4,0,1,3,3,1,11,14,0,10,25,1,18,48,1,2,0,1,11,58,82
2,6,7,1,3,2,0,2,5,0,1,2,0,2,0,2,1,2,1,1,5,5,0,0,0,2,3,0,1,1,0,0,3,2,40
2,4,7,1,0,2,0,2,8,1,0,2,2,1,0,1,1,0,0,0,4,3,0,4,6,0,0,1,2,3,1,0,3,3,62
1,7,1,7,1,2,0,3,0,7,0,3,0,0,4,1,1,3,1,1,13,20,1,14,41,1,22,71,0,1,0,1,7,72,12
2,6,4,5,1,2,0,2,0,4,2,2,0,0,3,1,1,2,1,2,8,10,1,13,27,0,13,42,0,2,0,1,10,49,75
1,4,6,4,2,2,2,2,0,4,1,3,3,2,3,0,3,1,3,1,11,15,3,12,31,0,15,50,0,2,0,1,7,53,78
0,3,1,2,3,0,1,1,2,2,1,3,0,0,1,2,1,3,1,0,7,8,1,7,17,1,7,22,1,1,0,0,0,16,43
1,5,0,5,0,2,1,2,0,4,0,2,0,0,2,2,0,3,1,0,10,15,3,13,31,0,12,46,1,2,0,1,9,53,78
0,6,4,6,0,0,3,0,1,6,0,0,0,0,4,1,1,3,1,0,9,12,0,12,27,0,19,54,0,3,0,1,7,57,82
1,6,4,7,2,2,2,2,0,6,1,1,0,0,4,2,1,3,1,0,14,21,2,7,27,1,17,49,2,1,0,1,8,55,80
